Movie Name,Movie Code,Open date,Movie Type,Nation,Genre,Directors,companys
차이니즈 조디악,20122843,20130227,장편,중국,액션,성룡,NA
차형사,20124065,20120530,장편,한국,코미디,신태라,20060005/(주)영화사홍
창수,20110881,20131128,장편,한국,드라마,이덕희,20100027/영화사 아람(주)
채피,20156402,20150312,장편,미국,액션,닐 블롬캠프,NA
챔피언,20189783,20180501,장편,한국,드라마,김용완,20169072/(주)코코너
천재 강아지 미스터 피바디,20133601,20140424,장편,미국,애니메이션,롭 민코프,NA
청년경찰,20162442,20170809,장편,한국,액션,김주환,20139999/(주)무비락
치외법권,20155826,20150827,장편,한국,액션,신동엽,20142988/(주)유니프로
치즈인더트랩,20172244,20180314,장편,한국,멜로/로맨스,김제영,20174382/(주)마운틴무브먼트스토리
친구 2,20137044,20131114,장편,한국,액션,곽경택,20122965/(주)트리니티엔터테인먼트
침묵,20169643,20171102,장편,한국,드라마,정지우,20137896/(주)용필름
카3: 새로운 도전,20175522,20170713,장편,미국,애니메이션,브라이언 피,NA
카트,20136802,20141113,장편,한국,드라마,부지영,20100545/(주)명필름
캐롤,20150942,20160204,장편,미국,드라마,토드 헤인즈,NA
캐리비안의 해적: 죽은 자는 말이 없다,20170982,20170524,장편,미국,액션,요아킴 뢰닝,NA
캐치미,20139981,20131218,장편,한국,코미디,이현종,20139998/(주)소넷엔터테인먼트
캡틴 아메리카: 시빌 워,20159364,20160427,장편,미국,액션,안소니 루소,NA
캡틴 아메리카: 윈터 솔져,20147790,20140326,장편,미국,액션,조 루소,NA
커다랗고 커다랗고 커다란 배,20182989,20180503,장편,덴마크,애니메이션,필립 립스키,NA
커뮤터,20178230,20180124,장편,영국,액션,자움 콜렛 세라,NA
컨저링,20131381,20130917,장편,미국,공포(호러),제임스 완,NA
컨저링 2,20162941,20160609,장편,미국,공포(호러),제임스 완,NA
컨택트,20179281,20170202,장편,미국,SF,드니 빌뇌브,NA
코리아,20124045,20120503,장편,한국,드라마,문현성,20063209/(주)더타워픽쳐스
코코,20179985,20180111,장편,미국,애니메이션,리 언크리치,NA
콜 미 바이 유어 네임,20178522,20180322,장편,이탈리아,드라마,루카 구아다니노,NA
콩: 스컬 아일랜드,20168183,20170308,장편,미국,액션,조던 복트-로버츠,NA
콰이어트 플레이스,20181788,20180412,장편,미국,공포(호러),존 크랜신스키,NA
쿵푸팬더3,20151803,20160128,장편,미국,애니메이션,여인영,20103156/드림웍스 애니메이션
크로니클,20124666,20120315,장편,미국,액션,조쉬 트랭크,NA
크루즈 패밀리,20135362,20130516,장편,미국,애니메이션,커크 드 미코,NA
클라우드 아틀라스,20124024,20130109,장편,미국,SF,앤디 워쇼스키,NA
클로버필드 10번지,20162065,20160407,장편,미국,미스터리,댄 트라첸버그,NA
킬러의 보디가드,20171962,20170830,장편,미국,액션,패트릭 휴즈,NA
킹 아서: 제왕의 검,20173961,20170517,장편,영국,판타지,가이 리치,NA
킹스맨 : 시크릿 에이전트,20140110,20150211,장편,미국,액션,매튜 본,NA
킹스맨: 골든 서클,20175222,20170927,장편,미국,액션,매튜 본,NA
타워,20124039,20121225,장편,한국,드라마,김지훈,20110854/씨제이이앤엠(주)
타이탄의 분노,20124717,20120329,장편,미국,액션,조나단 리브스만,NA
타잔 3D,20134533,20140109,장편,독일,애니메이션,라인하드 클루스,NA
타짜-신의 손,20134804,20140903,장편,한국,드라마,강형철,20100123/(주)싸이더스
탐정 : 더 비기닝,20156557,20150924,장편,한국,코미디,김정훈,20061727/(주)크리픽쳐스
탐정 홍길동: 사라진 마을,20142406,20160504,장편,한국,드라마,조성희,20100362/(주)영화사비단길
탐정: 리턴즈,20178161,20180613,장편,한국,코미디,이언희,20061727/(주)크리픽쳐스
택시운전사,20162869,20170802,장편,한국,드라마,장훈,20124216/더램프(주)
터널,20154910,20160810,장편,한국,드라마,김성훈,20100386/(주)어나더썬데이
터닝메카드W: 블랙미러의 부활,20163845,20170118,장편,한국,애니메이션,홍헌표,20172761/㈜희원엔터테인먼트
터미네이터 제니시스,20141384,20150702,장편,미국,액션,앨런 테일러,NA
터보,20137549,20130725,장편,미국,애니메이션,데이빗 소렌,NA
테이큰 2,20128447,20120927,장편,프랑스,액션,올리비에 메가턴,NA
테이큰 3,20143642,20150101,장편,미국,액션,올리비에 메가턴,NA
토르: 다크 월드,20138355,20131030,장편,미국,액션,앨런 테일러,NA
토르: 라그나로크,20175121,20171025,장편,미국,액션,타이카 와이티티,NA
토르: 마법망치의 전설,20113920,20120209,장편,아이슬란드,애니메이션,오스카 요나손,NA
토탈 리콜,20125647,20120815,장편,미국,SF,렌 와이즈먼,NA
